,Language,Meaning,Phonological Form,cc,ASJP
97,German,thick,dɪk,thick:A,dik
105,Catalan,thick,gɾɔs,thick:D,gros
106,Catalan,thick,əs'pɛs,thick:Q,3spEs
107,Catalan,thick,gɾu’ʃut,thick:D,gruSut
108,Portuguese,thick,ɨʃˈpesu,thick:Q,3Spesu
117,French,thick,epɛ,thick:Q,epE
124,Italian,thick,'grɔsso,thick:D,grosso
136,Irish,thick,tʲjuː,thick:A,tyu
12,Greek,woods,ˈðaso̞s,woods:J,8asos
58,Bulgarian,woods,gu'ra,woods:M,gura
61,Russian,woods,lʲɛs,woods:H,lEs
62,Polish,woods,las,woods:H,las
64,Ukrainian,woods,lʲis,woods:H,lis
66,Czech,woods,lɛs,woods:H,lEs
76,Icelandic,woods,ˈskouːʏr,woods:I,skouir
77,Icelandic,woods,mœr̥k,woods:Ad,mErk
84,Swedish,woods,skuːg,woods:I,skug
89,Danish,woods,sg̥ɒwˀ,woods:I,sgow
95,English,woods,wʊdz,woods:N,wudz
97,Dutch,woods,wɑut,woods:O,wout
98,Dutch,woods,bɔs,woods:B,bos
105,German,woods,valt,woods:O,valt
111,Catalan,woods,bɔsk,woods:B,bosk
113,Portuguese,woods,fluˈɾɛʃtɐ,woods:E,flurESta
115,Spanish,woods,'boske,woods:B,boske
121,French,woods,bwa,woods:B,bwa
129,Italian,woods,'bɔsko,woods:B,bosko
130,Romanian,woods,pəˈduɾe,woods:L,p3dure
139,Breton,woods,ˈkwaːt,woods:F,kwat
11,Greek,spit,ˈftino̞,spit:Ac,ftino
51,Bulgarian,spit,ˈplʲujə,spit:Ac,pluy3
53,Russian,spit,plʲɛ'vatʲ,spit:Ac,plEvat
54,Polish,spit,ˈplutɕ,spit:Ac,plutS
56,Ukrainian,spit,plʲuˈʋatɪ,spit:Ac,pluwati
58,Czech,spit,ˈplɪvat,spit:Ac,plivat
67,Icelandic,spit,ˈspiːtʰa,spit:Ac,spita
68,Icelandic,spit,ˈr̥aiːca,spit:J,raiTa
73,Swedish,spit,ˈspɔ̀tːa,spit:Ac,spota
77,Danish,spit,ˈsb̥ ød̥ʰə,spit:Ac,sbed3
81,English,spit,spɪt,spit:Ac,spit
83,Dutch,spit,'spywə(n),spit:Ac,spiw3n
88,German,spit,'ʃpe‿iən,spit:Ac,Spei3n
95,Catalan,spit,əsku'pi,spit:Ac,3skupi
96,Portuguese,spit,kuʃˈpiɾ,spit:Ac,kuSpir
97,Spanish,spit,esku'piɾ,spit:Ac,eskupir
103,French,spit,kʀaʃe,spit:F,kraSe
111,Italian,spit,spu'tare,spit:Ac,sputare
15,Greek,skin,pe̞ˈʦi,skin:A,peci
17,Greek,skin,ˈðe̞rma,skin:H,8erma
51,Hindi,skin,cʰal,skin:I,Tal
65,Bulgarian,skin,ˈkɔʒə,skin:G,koZ3
67,Russian,skin,ˈkɔʐa,skin:G,koZa
68,Polish,skin,ˈskura,skin:E,skura
70,Ukrainian,skin,ˈʂkira,skin:E,Skira
72,Czech,skin,ˈkuːʒɛ,skin:G,kuZE
83,Icelandic,skin,huːð,skin:E,hu8
84,Icelandic,skin,ˈhœːrʏnd̥,skin:O,hErind
85,Icelandic,skin,scɪnː,skin:L,sTin
95,Swedish,skin,hʉ:d,skin:E,h3d
96,Swedish,skin,ɧɪnː,skin:L,Sin
100,Danish,skin,sɡ̊ʰenˀ,skin:L,sgen
101,Danish,skin,huðˀ,skin:E,hu8
108,English,skin,skɪn,skin:L,skin
110,Dutch,skin,hœyt,skin:E,hEit
117,German,skin,haŭt,skin:B,haut
124,Catalan,skin,peʎ,skin:B,pel
125,Portuguese,skin,ˈpɛlɨ,skin:B,pEl3
126,Spanish,skin,pjel,skin:B,pyel
133,French,skin,po,skin:B,po
141,Italian,skin,'pɛlle,skin:B,pElle
142,Romanian,skin,ˈpjele,skin:B,pyele
153,Irish,skin,ˈkɾˠacən̪ˠ,skin:F,kraT3n
12,Greek,child,pe̞ˈði,child:M,pe8i
88,Bulgarian,child,dɘˈtɛ,child:I,d3tE
90,Russian,child,rʲi'bʲɔnɔk,child:Bf,ribonok
91,Polish,child,ˈdʑɛtskɔ,child:I,dZEtsko
93,Ukrainian,child,dɪˈtɪna,child:I,ditina
95,Czech,child,ˈɟiːcɛ,child:I,CiTE
105,Icelandic,child,"ˈb̥ard̥n, ˈb̥ad̥n",child:K,bardnbadn
110,Swedish,child,bɑːɳ,child:K,bon
114,Danish,child,b̥ɑˀn,child:K,bon
120,English,child,tʃaɪld,child:U,tSaild
123,Dutch,child,kɪnt,child:A,kint
128,German,child,kɪnt,child:A,kint
134,Catalan,child,kriə'turə,child:G,kri3tur3
135,Catalan,child,nɔi,child:J,noi
136,Catalan,child,"nɛn, niŋ",child:J,nEnniN
138,Portuguese,child,kɾiˈɐ̃sɐ,child:G,kriasa
139,Spanish,child,'niɲo,child:J,niNo
145,French,child,ɑ̃fɑ̃,child:L,ofo
151,Italian,child,fan'tʃullo,child:L,fantSullo
159,Breton,child,ˈbyːɡɛl,child:H,bigEl
160,Welsh,child,'plent.ɨn,child:T,plent3n
161,Irish,child,ˈpˠaːɕtʲɪ,child:W,paSti
162,Irish,child,ˈlʲan̪ˠəw,child:V,lan3w
5,Greek,round,stro̞(ŋ)giˈlo̞s,round:N,stroNgilos
23,Hindi,round,ɡɔl,round:H,gol
30,Bulgarian,round,ˈkrɤɡəɫ,round:B,krog3L
32,Russian,round,'krugɫɨj,round:B,krugL3y
33,Polish,round,ɔˈkrɔŋɡwɘ̟,round:B,okroNgw3
35,Ukrainian,round,ˈkruɦɫɪj,round:B,kruhLiy
37,Czech,round,ˈɔkrɔuɦliː,round:B,okrouhli
47,Icelandic,round,ˈkʰrɪŋlouʰtːʏr,round:B,kriNloutir
48,Icelandic,round,ˈsiːvalʏr,round:D,sivalir
55,Swedish,round,rɵnd,round:A,r3nd
58,Danish,round,ʁɔnˀ,round:A,Gon
63,English,round,raʊnd,round:A,raund
64,Dutch,round,rɔnt,round:A,ront
66,German,round,rʊnt,round:A,runt
71,Spanish,round,re'ðondo,round:A,re8ondo
72,French,round,ʀɔ̃,round:A,ro
76,Italian,round,'tondo,round:A,tondo
85,Breton,round,ˈkrɛnː,round:B,krEn
86,Breton,round,ˈront,round:A/Q,ront
11,Greek,sky,ˌuraˈno̞s,sky:I,uranos
44,Bengali,sky,akaʃ,sky:D,akaS
61,Bulgarian,sky,nɘˈbɛ,sky:G,n3bE
63,Russian,sky,'nʲɛbɔ,sky:G,nEbo
64,Polish,sky,ˈɲɛbɔ,sky:G,NEbo
66,Ukrainian,sky,ˈnɛbɔ,sky:G,nEbo
69,Czech,sky,ˈnɛbɛ,sky:G,nEbE
70,Czech,sky,ˈɔblɔɦa,sky:C,obloha
76,Lithuanian,sky,dɐŋˈɡʊs,sky:K,daNgus
79,Icelandic,sky,ˈhɪːmɪnː,sky:B,himin
84,Swedish,sky,ˈhɪ̀mːəl,sky:B,him3l
85,Swedish,sky,ɧyː,sky:H,Si
92,Danish,sky,ˈheməl,sky:B,hem3l
97,English,sky,skaɪ,sky:H,skai
99,Dutch,sky,lʏχt,sky:N,liGt
100,Dutch,sky,'hɛməl,sky:B,hEm3l
106,German,sky,'hɪml̩,sky:B,himl
112,Catalan,sky,sɛl,sky:E,sEl
113,Portuguese,sky,sɛw,sky:E,sEw
114,Spanish,sky,'θjelo,sky:E,8yelo
120,French,sky,sjɛl,sky:E,syEl
126,Italian,sky,'tʃɛlo,sky:E,tSElo
127,Romanian,sky,ʧer,sky:E,Cer
16,Greek,that,e̞ˈcino̞,that:F/I,eTino
59,Hindi,that,vo,that:J,vo
79,Bulgarian,that,ˈɔnzi,that:F,onzi
82,Russian,that,tɔt,that:B,tot
83,Polish,that,ˈtamtɛn,that:B,tamtEn
85,Ukrainian,that,tɔj,that:B,toy
87,Czech,that,ˈtamtɛn,that:B,tamtEn
97,Icelandic,that,sauː,that:B,sau
98,Icelandic,that,ˈθɛsːɪ,that:B,8Esi
99,Icelandic,that,hɪnː,that:O,hin
106,Swedish,that,"ˈdɛ̀nə, ˈdɛ̀na",that:B,dEn3dEna
110,Danish,that,"dɛn, de",that:B,dEnde
115,English,that,ðæt,that:B,8Et
117,Dutch,that,"di, dɑt, 'ɣenə",that:B,didotxen3
122,German,that,je:nɐ,that:G,yena
123,German,that,das,that:B,das
133,Catalan,that,ə'kɛʃ,that:D/E,3kES
134,Portuguese,that,ɐˈkilu,that:D/E,akilu
135,Spanish,that,a'kel,that:D/E,akel
142,French,that,səla,that:D/E,s3la
151,Italian,that,kwel,that:D/E,kwel
152,Romanian,that,aˈʧela,that:D/E,aCela
12,Greek,cloud,ˈsine̞ˌfo̞,cloud:D,sinefo
50,Hindi,cloud,bɑːdəl,cloud:K,bod3l
62,Bulgarian,cloud,ˈɔbɫək,cloud:H,obL3k
64,Russian,cloud,'ɔbɫakɔ,cloud:H,obLako
65,Polish,cloud,ˈxmura,cloud:I,xmura
67,Ukrainian,cloud,ˈxmara,cloud:I,xmara
69,Czech,cloud,ˈɔblak,cloud:H,oblak
78,Icelandic,cloud,sciː,cloud:J,sTi
83,Swedish,cloud,mo:ln,cloud:R,moln
84,Swedish,cloud,ɧy:,cloud:J,Si
88,Danish,cloud,sg̥ʰyˀ,cloud:J,sgi
95,Dutch,cloud,wɔlk,cloud:B,wolk
101,German,cloud,'vɔlkə,cloud:B,volk3
108,Catalan,cloud,'nuβul,cloud:F,nubul
109,Portuguese,cloud,ˈnuvɐ̃j,cloud:F,nuvay
110,Spanish,cloud,'nuβe,cloud:F,nube
116,French,cloud,nyaʒ,cloud:F,niaZ
123,Italian,cloud,"'nuvola, 'nube",cloud:F,nuvolanube
124,Romanian,cloud,nor,cloud:F,nor
129,Breton,cloud,kuˈmuːlɛn,cloud:G,kumulEn
13,Greek,stick,raˈvði,stick:Y,rav8i
14,Greek,stick,ˈksilo̞,stick:L,ksilo
65,Bulgarian,stick,ˈprɤtʃkə,stick:G,protSk3
67,Russian,stick,'paɫka,stick:H,paLka
68,Polish,stick,kʲij,stick:I,kiy
70,Ukrainian,stick,ˈpaɫɪtsʲa,stick:H,paLitsa
73,Czech,stick,ɦuːl,stick:J,hul
80,Lithuanian,stick,lɐzˈdɐ,stick:W,lazda
87,Icelandic,stick,ˈvœːlʏr,stick:S,vElir
88,Icelandic,stick,ˈstaːvʏr,stick:D,stavir
100,Swedish,stick,kvist,stick:Ac,kvist
101,Swedish,stick,ɕɛpː,stick:Ab,SEp
102,Swedish,stick,ˈpɪ̀nːə,stick:Aa,pin3
103,Swedish,stick,stɑːv,stick:D,stov
109,Danish,stick,sd̥ʰʌg̥ʰ,stick:B,sdog
110,Danish,stick,ɡ̊ʰɛb,stick:Ab,gEb
117,English,stick,stɪk,stick:B,stik
119,Dutch,stick,stɔk,stick:B,stok
125,German,stick,ʃtɔk,stick:B,Stok
136,Portuguese,stick,bɐʃˈtɐ̃ũ,stick:K,baStau
137,Spanish,stick,'palo,stick:N,palo
143,French,stick,bɑtɔ̃,stick:K,boto
149,Italian,stick,bas'tone,stick:K,bastone
158,Irish,stick,ˈbˠat̪ˠə,stick:Ag/K,bat3
15,Greek,he,afˈto̞s,he:F/K,aftos
44,Nepali,he,u,he:G,u
48,Bengali,he,ʃe,he:K,Se
57,Hindi,he,vo,he:G,vo
72,Bulgarian,he,tɔj,he:K,toy
74,Russian,he,on,he:B,on
75,Polish,he,ɔn,he:B,on
77,Ukrainian,he,ʋin,he:B,win
79,Czech,he,ɔn,he:B,on
85,Lithuanian,he,jɪs,he:J,yis
87,Icelandic,he,hanː,he:A,han
92,Swedish,he,hanː,he:A,han
96,Danish,he,han,he:A,han
101,English,he,hi:,he:A,hi
104,Dutch,he,hɛi,he:A,hEi
109,German,he,e:ɐ̯,he:J,ea
117,Catalan,he,eʎ,he:E,el
119,Portuguese,he,ˈelɨ,he:E,el3
120,Spanish,he,el,he:E,el
126,French,he,il,he:E,il
132,Italian,he,"'eʎʎi, 'lui",he:E,ellilui
133,Romanian,he,jel,he:E,yel
138,Breton,he,"ẽː, ẽw",he:J,eew
139,Welsh,he,ɛv,he:J,Ev
140,Irish,he,ʃeː,he:J,Se
11,Greek,count,me̞ˈtro̞,count:I,metro
62,Bulgarian,count,bruˈjɤ,count:F,bruyo
64,Russian,count,stʃi'tatʲ,count:G,stSitat
65,Polish,count,ˈlitʂɘ̟ʨ,count:H,litS3C
67,Ukrainian,count,lʲiˈtʂɪtɪ,count:H,litSiti
68,Ukrainian,count,raxuˈvatɪ,count:P,raxuvati
70,Czech,count,ˈpɔtʃiːtat,count:G,potSitat
78,Icelandic,count,ˈtʰɛlja,count:A,tElya
83,Swedish,count,ˈrɛ̀:kna,count:P,rEkna
87,Danish,count,ˈd̥ʰɛlə,count:A,dEl3
93,English,count,kaʊnt,count:D,kaunt
95,Dutch,count,'rekənə(n),count:P,rek3n3n
96,Dutch,count,tellə(n),count:A,tell3n
103,German,count,'t͜sɛ:lən,count:A,tsEl3n
109,Catalan,count,kum'ta,count:D,kumta
111,Portuguese,count,kõˈtaɾ,count:D,kotar
112,Spanish,count,kon'taɾ,count:D,kontar
119,French,count,kɔ̃te,count:D,kote
126,Italian,count,kon'tare,count:D,kontare
135,Breton,count,ˈkɔ̃ntã,count:E,konta
136,Breton,count,niˈveːrĩ,count:M/N,niveri
16,Greek,fire,fo̞ˈtça,fire:U,fotSa
70,Bulgarian,fire,ˈɔɡən,fire:E,og3n
72,Russian,fire,ɔ'gɔnʲ,fire:E,ogon
73,Polish,fire,ˈɔɡʲɛɲ,fire:E,ogEN
75,Ukrainian,fire,ʋɔˈɦɔnʲ,fire:E,wohon
77,Czech,fire,ˈɔɦɛɲ,fire:E,ohEN
83,Lithuanian,fire,ˈʊɡʲnʲɪs,fire:E,ugnis
85,Icelandic,fire,ˈɛld̥ʏr,fire:H,Eldir
91,Swedish,fire,ɛld,fire:H,Eld
95,Danish,fire,ilˀ,fire:H,il
100,English,fire,faɪə,fire:B,fai3
103,Dutch,fire,vyr,fire:B,vir
109,German,fire,'fɔyɐ,fire:B,foia
116,Catalan,fire,fɔk,fire:F,fok
118,Portuguese,fire,'fogu,fire:F,fogu
119,Spanish,fire,'fweɣo,fire:F,fwexo
125,French,fire,fø,fire:F,fe
132,Italian,fire,'fwɔko,fire:F,fwoko
133,Romanian,fire,fok,fire:F,fok
141,Breton,fire,ˈtãːn,fire:G,tan
143,Irish,fire,ˈtʲinʲə,fire:G,tin3
14,Greek,other,ˈalo̞s,other:D,alos
67,Bulgarian,other,druɡ,other:G,drug
69,Russian,other,dru'gɔj,other:G,drugoy
70,Polish,other,ˈinnɘ̟,other:E,inn3
71,Polish,other,ˈdruɡʲi,other:G,drugi
74,Ukrainian,other,ˈdruɦɪj,other:G,druhiy
75,Ukrainian,other,ˈɪnʂɪj,other:E,inSiy
78,Czech,other,ˈjɪniː,other:E,yini
79,Czech,other,ˈdruɦiː,other:G,druhi
87,Icelandic,other,ˈanːar,other:S,anar
92,Swedish,other,ˈànːan,other:S,anan
96,Danish,other,ˈanən,other:S,an3n
101,English,other,'ʌðə,other:S,o83
103,Dutch,other,nɔχ en,other:E,noGen
104,Dutch,other,'ɑndər,other:S,ond3r
109,German,other,'andɐ,other:S,anda
118,Portuguese,other,ˈo(ou)tɾu,other:D,ooutru
119,Spanish,other,'otɾo,other:D,otro
125,French,other,otʀ,other:D,otr
131,Italian,other,'altro,other:D,altro
141,Breton,other,"ˈalː, aˈralː",other:D,alaral
14,Greek,bite,ðaˈ(ŋ)ɡo̞no̞,bite:A,8aNgono
60,Bulgarian,bite,ˈxapʲə,bite:I,xap3
62,Russian,bite,kuˈsatʲ,bite:J,kusat
63,Polish,bite,ɡrɘ̟ʑʨ,bite:S,gr3ZC
65,Ukrainian,bite,kuˈsatɪ,bite:J,kusati
67,Czech,bite,ˈkɔusat,bite:J,kousat
74,Icelandic,bite,ˈb̥iːtʰa,bite:B,bita
79,Swedish,bite,ˈbì:ta,bite:B,bita
83,Danish,bite,ˈb̥iːðə,bite:B,bi83
88,English,bite,baɪt,bite:B,bait
90,Dutch,bite,'bɛitə(n),bite:B,bEit3n
96,German,bite,'baĭsn̩,bite:B,baisn
102,Catalan,bite,musəˈɣa,bite:K,mus3xa
104,Portuguese,bite,muɾˈdeɾ,bite:G,murder
105,Spanish,bite,moɾ'ðeɾ,bite:G,mor8er
111,French,bite,mɔʀdʀ,bite:G,mordr
119,Italian,bite,'mɔrdere,bite:G,mordere
120,Romanian,bite,a muʃˈka,bite:K,amuSka
131,Breton,bite,"ˈkroːgĩ, ˈkreːgĩ",bite:Ad/H,krogikregi
11,Greek,breathe,anaˈpne̞ˌo̞,breathe:P,anapneo
52,Bulgarian,breathe,ˈdiʃəm,breathe:E,diS3m
54,Russian,breathe,'dɨʂatʲ,breathe:E,d3Sat
55,Polish,breathe,ɔdˈdɘ̟xatɕ,breathe:E,odd3xatS
57,Ukrainian,breathe,dɪˈxatɪ,breathe:E,dixati
59,Czech,breathe,ˈdiːxat,breathe:E,dixat
69,Icelandic,breathe,ˈand̥a,breathe:O,anda
75,Swedish,breathe,ˈlè:va,breathe:T,leva
76,Swedish,breathe,ˈàndas,breathe:O,andas
81,Danish,breathe,ˈʌnə,breathe:O,on3
86,English,breathe,bri:ð,breathe:N,bri8
88,Dutch,breathe,'adəmə(n),breathe:A,ad3m3n
93,German,breathe,'a:tmən,breathe:A,atm3n
99,Catalan,breathe,ələ'na,breathe:O,3l3na
100,Portuguese,breathe,ɾɨʃpiˈɾaɾ,breathe:L,r3Spirar
101,Spanish,breathe,respi'ɾaɾ,breathe:L,respirar
107,French,breathe,ʀɛspiʀe,breathe:L,rEspire
115,Italian,breathe,respi'rare,breathe:L,respirare
122,Breton,breathe,ˈtɛnːã e ˈãːnal,breathe:O,tEnaeanal
16,Greek,one,ˈe̞nas,one:C,enas
48,Nepali,one,ek,one:A,ek
52,Bengali,one,æk,one:A,Ek
69,Bulgarian,one,ɘˈdin,one:A,3din
71,Russian,one,a'dʲin,one:A,adin
72,Polish,one,ˈjɛdɛn,one:A,yEdEn
74,Ukrainian,one,ɔˈdɪn,one:A,odin
76,Czech,one,ˈjɛdɛn,one:A,yEdEn
84,Icelandic,one,eid̥n,one:A,eidn
89,Swedish,one,ɛnː,one:A,En
93,Danish,one,eˀn,one:A,en
98,English,one,wʌn,one:A,won
100,Dutch,one,en,one:A,en
105,German,one,aĭn,one:A,ain
111,Catalan,one,un,one:A,un
112,Portuguese,one,ũ,one:A,u
113,Spanish,one,'uno,one:A,uno
119,French,one,œ̃,one:A,E
125,Italian,one,'uno,one:A,uno
126,Romanian,one,u'nu,one:A,unu
134,Breton,one,"yn, ˈynan",one:A,ininan
137,Irish,one,eːn̪ˠ,one:A,en
11,Greek,guts,ˈande̞ra,guts:K,andera
12,Greek,guts,ˈsplaxna,guts:C,splaxna
51,Bulgarian,guts,ˈvɤtrɘʃnusti,guts:J,votr3Snusti
53,Russian,guts,ˈvnutrʲɛnnɔstʲi,guts:J,vnutrEnnosti
54,Polish,guts,vnɛnˈt-ʂnɔɕtɕi,guts:J,vnEntSnoStSi
56,Ukrainian,guts,kɪʂˈkɪ,guts:H,kiSki
58,Czech,guts,ˈvɲɪtr̝̊noscɪ,guts:J,vNitrnosTi
70,Icelandic,guts,ˈɪnːɪflɪ,guts:K,inifli
72,Icelandic,guts,ˈɪːðʏr,guts:K,i8ir
82,Swedish,guts,ˈìnˌɛlvʊr,guts:K,inElvur
83,Swedish,guts,tarm,guts:B,tarm
88,Danish,guts,ˈenˌvʌlə,guts:K,envol3
89,Danish,guts,d̥ʰɑm,guts:B,dom
94,English,guts,gʌts,guts:P,gots
95,Dutch,guts,ˈɪnɣəwɑndə,guts:O,inx3wond3
96,Dutch,guts,dɑrm,guts:B,dorm
103,German,guts,gə'dɛrm,guts:B,g3dErm
104,German,guts,'aĭngəvaĭdə,guts:O,aing3vaid3
110,Catalan,guts,bu'ðeʎs,guts:I,bu8els
111,Portuguese,guts,ẽˈtɾɐɲɐʃ,guts:K,etraNaS
121,French,guts,bwajo,guts:I,bwayo
128,Italian,guts,intes'tino,guts:K,intestino
13,Greek,rain,vro̞ˈçi,rain:I,vroSi
48,Hindi,rain,bɑrɪʃ,rain:J,boriS
62,Bulgarian,rain,dɤʒd,rain:G,doZd
64,Russian,rain,dɔʐdʲ,rain:G,doZd
65,Polish,rain,dɛʂtʂ,rain:G,dEStS
67,Ukrainian,rain,dɔʂtʂ,rain:G,doStS
69,Czech,rain,dɛːʃc,rain:G,dEST
76,Lithuanian,rain,ljɛˈtʊs,rain:L,lyEtus
78,Icelandic,rain,rɛɡ̊n,rain:B,rEgn
83,Swedish,rain,rɛŋn,rain:B,rENn
87,Danish,rain,ʁɑjˀn,rain:B,Goyn
91,English,rain,reɪn,rain:B,rein
93,Dutch,rain,'reɣə,rain:B,rex3
98,German,rain,'re:gnən,rain:B,regn3n
106,Catalan,rain,'plɔuwɾə,rain:E,plouwr3
107,Portuguese,rain,ˈʃuvɐ,rain:Q,Suva
108,Spanish,rain,'ʎuβja,rain:E,lubya
114,French,rain,pløvwaʀ,rain:E,plevwar
120,Italian,rain,'pjɔvere,rain:E,pyovere
121,Romanian,rain,ˈplʷaje,rain:E,playe
129,Breton,rain,ˈglaw,rain:F,glaw
14,Greek,white,ˈaspro̞s,white:H,aspros
15,Greek,white,le̞fˈko̞s,white:M,lefkos
67,Bulgarian,white,bʲaɫ,white:G,baL
69,Russian,white,'bʲɛɫɨj,white:G,bEL3y
70,Polish,white,ˈbjawɘ̟,white:G,byaw3
72,Ukrainian,white,ˈbiɫɪj,white:G,biLiy
74,Czech,white,ˈbiːliː,white:G,bili
80,Lithuanian,white,ˈba:ltɐs,white:G,baltas
82,Icelandic,white,"ˈxʷiːtʰʏr, ˈkʰviːtʰʏr",white:B,xitirkvitir
87,Swedish,white,vi:t,white:B,vit
91,Danish,white,viðˀ,white:B,vi8
96,English,white,waɪt,white:B,wait
98,Dutch,white,wɪt,white:B,wit
103,German,white,vaĭs,white:B,vais
110,Catalan,white,blaŋ,white:G,blaN
112,Portuguese,white,ˈbɾɐ̃ku,white:G,braku
114,Spanish,white,'blaŋko,white:G,blaNko
120,French,white,blɑ̃,white:G,blo
126,Italian,white,'bjanko,white:G,byanko
140,Irish,white,bɑːn,white:J,bon
17,Greek,hair,maˈʎa,hair:K,mala
78,Bulgarian,hair,kuˈsa,hair:I,kusa
80,Russian,hair,'vɔɫɔsɨ,hair:J,voLos3
81,Polish,hair,'vwɔsɘ̟,hair:J,vwos3
83,Ukrainian,hair,ʋɔˈɫɔsʲsʲa,hair:J,woLossa
85,Czech,hair,ˈvlasɪ,hair:J,vlasi
94,Icelandic,hair,hauːr,hair:B,haur
99,Swedish,hair,ho:r,hair:B,hor
103,Danish,hair,hɒˀ,hair:B,ho
108,English,hair,hɛə,hair:B,hE3
110,Dutch,hair,har,hair:B,har
116,German,hair,ha:ɐ̯,hair:B,haa
123,Catalan,hair,kə'βɛʎ,hair:G,k3bEl
124,Catalan,hair,pɛl,hair:Q,pEl
125,Portuguese,hair,kɐˈβelu,hair:G,kabelu
126,Spanish,hair,ka'βeʎo,hair:G,kabelo
133,French,hair,ʃəvø,hair:G,S3ve
143,Italian,hair,'pelo,hair:Q,pelo
144,Italian,hair,ka'pello,hair:G,kapello
156,Breton,hair,ˈblɛw,hair:H,blEw
11,Greek,fall,ˈpe̞fto̞,fall:N,pefto
63,Bulgarian,fall,ˈpadəm,fall:I,pad3m
65,Russian,fall,'padatʲ,fall:I,padat
66,Polish,fall,ˈspadaʨ,fall:I,spadaC
68,Ukrainian,fall,ˈpadatɪ,fall:I,padati
70,Czech,fall,ˈpadat,fall:I,padat
79,Icelandic,fall,ˈfad̥la,fall:B,fadla
85,Swedish,fall,ˈfàlːa,fall:B,fala
89,Danish,fall,ˈfalə,fall:B,fal3
93,English,fall,fɔ:l,fall:B,fol
95,Dutch,fall,'vɑlə(n),fall:B,vol3n
100,German,fall,'falən,fall:B,fal3n
106,Catalan,fall,'kauwrə,fall:G,kauwr3
107,Portuguese,fall,kɐˈiɾ,fall:G,kair
108,Spanish,fall,ka'eɾ,fall:G,kaer
114,French,fall,tɔ̃be,fall:J,tobe
121,Italian,fall,ka'dere,fall:G,kadere
122,Romanian,fall,a kəˈde̯a,fall:G,ak3dea
127,Breton,fall,ˈkweː(z)ã,fall:H,kweza
130,Irish,fall,tʲɪtʲ,fall:L,tit
10,Greek,hold,kraˈto̞,hold:I,krato
54,Bulgarian,hold,dərˈʒɤ,hold:E,d3rZo
56,Russian,hold,dʲɛr'ʐatʲ,hold:E,dErZat
57,Polish,hold,ˈt-ʂɘ̟matɕ,hold:H,tS3matS
59,Ukrainian,hold,trɪˈmatɪ,hold:H,trimati
60,Ukrainian,hold,dɛrˈʐatɪ,hold:E,dErZati
62,Czech,hold,ˈdr̩ʒɛt,hold:E,drZEt
70,Icelandic,hold,ˈhald̥a,hold:A,halda
75,Swedish,hold,ˈhɔ̀lːa,hold:A,hola
79,Danish,hold,ˈhʌlə,hold:A,hol3
84,English,hold,həʊld,hold:A,h3uld
86,Dutch,hold,'hɑudə(n),hold:A,houd3n
92,German,hold,'haltn̩,hold:A,haltn
99,Catalan,hold,tə'ni,hold:F,t3ni
100,Portuguese,hold,sɨɡuˈɾaɾ,hold:M,s3gurar
102,Spanish,hold,te'neɾ,hold:F,tener
108,French,hold,təniʀ,hold:F,t3nir
114,Italian,hold,te'nere,hold:F,tenere
115,Romanian,hold,a ˈtsine,hold:F,atsine
124,Breton,hold,"ˈdalxen, ˈdɛlxɛr, ˈdɛrxɛl",hold:G,dalxendElxErdErxEl
13,Greek,red,ˈko̞ciˌno̞s,red:H,koTinos
51,Hindi,red,la:l,red:E,lal
67,Bulgarian,red,tʃɘrˈvɛn,red:G,tS3rvEn
69,Russian,red,'krasnɨj,red:N,krasn3y
70,Polish,red,tʂɛrˈvɔnɘ̟,red:G,tSErvon3
72,Ukrainian,red,tʂɛrˈvɔnɪj,red:G,tSErvoniy
74,Czech,red,ˈtʃɛrvɛniː,red:G,tSErvEni
81,Lithuanian,red,rɐʊˈdo:nɐs,red:B,raudonas
83,Icelandic,red,ˈrøɪːðʏr,red:B,rei8ir
88,Swedish,red,røːd,red:B,red
92,Danish,red,ʁøðˀ,red:B,Ge8
96,English,red,rɛd,red:B,rEd
98,Dutch,red,rot,red:B,rot
103,German,red,ro:t,red:B,rot
110,Catalan,red,"bəɾ'mɛʎ, vəɾ'mɛʎ; beɾ'meʎ, veɾ'meʎ",red:F,b3rmElv3rmElbermelvermel
111,Catalan,red,rɔtʃ,red:B,rotS
112,Portuguese,red,vɨɾˈmɐjʎu,red:F,v3rmaylu
113,Spanish,red,'roxo,red:B,roxo
119,French,red,ʀuʒ,red:B,ruZ
127,Italian,red,'rosso,red:B,rosso
138,Breton,red,"ˈryː, ˈryːz",red:B,ririz
141,Welsh,red,koːx,red:H/R,kox
142,Irish,red,ˈdʲarəɡ,red:I,dar3g
13,Greek,dry,kseˈro̞s,dry:I,kseros
54,Hindi,dry,su:kʰa,dry:F,suka
67,Bulgarian,dry,sux,dry:F,sux
69,Russian,dry,su'xɔj,dry:F,suxoy
70,Polish,dry,ˈsuxɘ̟,dry:F,sux3
72,Ukrainian,dry,suˈxɪj,dry:F,suxiy
74,Czech,dry,ˈsuxiː,dry:F,suxi
82,Icelandic,dry,θʏrː,dry:D,8ir
87,Swedish,dry,tɔrː,dry:D,tor
91,Danish,dry,d̥ʰœˀɐ̯,dry:D,dEa
95,English,dry,draɪ,dry:B,drai
97,Dutch,dry,droχ,dry:B,droG
103,German,dry,'trɔkn̩,dry:B,trokn
109,Catalan,dry,sɛk,dry:G,sEk
